epoch,accuracy,loss,val_accuracy,val_loss
0,0.4793800115585327,1.2062551975250244,0.5417867302894592,1.1182066202163696
1,0.6595627069473267,0.8452820181846619,0.5244956612586975,1.2360426187515259
2,0.7431497573852539,0.6693245768547058,0.559077799320221,1.1875228881835938
3,0.7849432826042175,0.5515995025634766,0.5504322648048401,1.2649446725845337
4,0.8203709125518799,0.46353089809417725,0.5273775458335876,1.4571665525436401
5,0.8502629399299622,0.39356547594070435,0.5533141493797302,1.5511610507965088
6,0.8879047632217407,0.30913427472114563,0.5677233338356018,1.6212022304534912
7,0.9042347073554993,0.2569546401500702,0.5619596838951111,1.7930608987808228
8,0.9277608394622803,0.21825510263442993,0.5648415088653564,1.7227567434310913
9,0.9415997862815857,0.1769479513168335,0.5561959743499756,1.8967283964157104
10,0.9468585848808289,0.16007839143276215,0.5821325778961182,1.9018185138702393
11,0.9526709318161011,0.1425836682319641,0.5619596838951111,2.0544891357421875
12,0.9543315768241882,0.13867169618606567,0.5446686148643494,2.1408157348632812
13,0.9582064747810364,0.13072384893894196,0.5734870433807373,2.216508626937866
14,0.9620813727378845,0.1155114695429802,0.5706051588058472,2.3120510578155518
15,0.9598671197891235,0.11645857244729996,0.5446686148643494,2.311694622039795
16,0.9684472680091858,0.10533277690410614,0.5533141493797302,2.5561158657073975
17,0.9673401713371277,0.10038767009973526,0.530259370803833,2.9210476875305176
18,0.9687240719795227,0.09761746227741241,0.5533141493797302,2.4841220378875732
19,0.9690008163452148,0.09519590437412262,0.530259370803833,2.8536264896392822
20,0.9684472680091858,0.09189417958259583,0.5475504398345947,2.683911085128784
21,0.972045361995697,0.08432026207447052,0.5389049053192139,2.7704215049743652
22,0.9773041605949402,0.06743726134300232,0.5389049053192139,2.5798423290252686
23,0.9692776203155518,0.08752190321683884,0.5619596838951111,2.6744637489318848
24,0.9690008163452148,0.09629591554403305,0.559077799320221,2.8103511333465576
